time,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lead10,lead11,lead12
2.37,-0.016,-0.049,-0.033,0.033,0.009,-0.041,0.1,0.261,0.249,0.206,0.215,0.393
2.38,-0.018,-0.034,-0.017,0.026,0.0,-0.025,0.1,0.254,0.242,0.196,0.203,0.407
2.39,-0.031,-0.005,0.026,0.018,-0.029,0.011,0.1,0.246,0.237,0.169,0.176,0.411
2.4,-0.04,0.024,0.063,0.008,-0.052,0.043,0.089,0.238,0.211,0.141,0.152,0.406
2.41,-0.046,0.026,0.072,0.01,-0.059,0.049,0.075,0.207,0.17,0.109,0.137,0.404
2.42,-0.086,0.022,0.108,0.032,-0.097,0.064,0.062,0.165,0.13,0.081,0.121,0.4
2.43,-0.101,0.02,0.121,0.04,-0.111,0.07,0.044,0.12,0.08,0.047,0.102,0.399
2.44,-0.09,0.016,0.106,0.036,-0.098,0.061,0.023,0.072,0.024,0.004,0.087,0.395
2.45,-0.081,0.015,0.096,0.033,-0.089,0.055,0.004,0.031,-0.026,-0.016,0.078,0.389
2.46,-0.06,0.01,0.07,0.025,-0.066,0.04,-0.004,-0.011,-0.059,-0.03,0.067,0.386
2.47,-0.044,-0.005,0.039,0.024,-0.042,0.017,-0.009,-0.033,-0.065,-0.033,0.057,0.381
2.48,-0.024,-0.011,0.013,0.017,-0.018,0.001,-0.014,-0.029,-0.055,-0.022,0.048,0.376
2.49,-0.03,-0.033,-0.003,0.031,-0.013,-0.018,-0.021,-0.027,-0.045,-0.016,0.04,0.372
2.5,-0.045,-0.057,-0.012,0.051,-0.016,-0.034,-0.024,-0.024,-0.035,-0.007,0.031,0.367
2.51,-0.021,-0.054,-0.034,0.038,0.007,-0.044,-0.021,-0.021,-0.029,-0.001,0.022,0.362
2.52,-0.001,-0.052,-0.051,0.027,0.025,-0.051,-0.018,-0.019,-0.024,0.006,0.013,0.359
2.53,-0.007,-0.049,-0.042,0.028,0.017,-0.045,-0.016,-0.015,-0.02,0.013,0.002,0.353
2.54,-0.01,-0.046,-0.036,0.028,0.014,-0.041,-0.013,-0.015,-0.015,0.019,-0.007,0.35
2.55,-0.015,-0.044,-0.029,0.03,0.007,-0.036,-0.009,-0.013,-0.01,0.026,-0.014,0.355
2.56,-0.017,-0.039,-0.023,0.028,0.003,-0.031,-0.012,-0.01,-0.006,0.03,-0.021,0.354
2.57,-0.01,-0.027,-0.017,0.019,0.003,-0.022,-0.017,-0.009,-0.004,0.031,-0.027,0.355
2.58,-0.014,-0.023,-0.009,0.019,-0.002,-0.016,-0.023,-0.013,-0.005,0.034,-0.035,0.355
2.59,-0.004,-0.006,-0.002,0.005,-0.001,-0.004,-0.026,-0.018,0.0,0.036,-0.04,0.354
2.6,0.009,0.022,0.013,-0.015,-0.002,0.017,-0.032,-0.025,-0.001,0.037,-0.033,0.358
2.61,0.006,0.034,0.029,-0.02,-0.012,0.031,-0.035,-0.03,0.003,0.048,-0.022,0.358
2.62,0.027,0.081,0.054,-0.054,-0.014,0.067,-0.042,-0.035,0.02,0.057,-0.013,0.384
2.63,0.075,0.119,0.044,-0.097,0.015,0.081,-0.089,-0.066,0.01,0.049,-0.001,0.401
2.64,0.109,0.134,0.024,-0.122,0.042,0.079,-0.123,-0.074,-0.008,0.044,0.016,0.388
2.65,0.089,0.104,0.015,-0.097,0.037,0.06,-0.097,-0.061,-0.018,0.039,0.011,0.382
2.66,0.033,0.035,0.002,-0.034,0.016,0.018,-0.051,-0.056,-0.023,0.031,-0.021,0.36
2.67,-0.006,-0.013,-0.007,0.01,0.0,-0.01,-0.014,-0.046,-0.025,0.015,-0.057,0.33
2.68,-0.035,-0.062,-0.027,0.049,-0.004,-0.044,0.0,-0.043,-0.033,-0.009,-0.092,0.312
2.69,-0.038,-0.07,-0.032,0.054,-0.003,-0.051,0.008,-0.037,-0.027,0.0,-0.085,0.309
2.7,-0.032,-0.084,-0.052,0.058,0.01,-0.068,0.009,-0.042,-0.034,-0.018,-0.096,0.294
2.71,-0.016,-0.059,-0.042,0.038,0.013,-0.05,0.02,-0.03,-0.026,-0.005,-0.085,0.292
2.72,-0.006,-0.072,-0.067,0.039,0.031,-0.069,0.02,-0.041,-0.038,-0.025,-0.094,0.276
2.73,-0.08,-0.047,0.033,0.064,-0.057,-0.007,0.036,-0.056,-0.088,-0.074,-0.161,0.284
2.74,-0.139,-0.011,0.129,0.075,-0.134,0.059,-0.009,-0.251,-0.267,-0.149,-0.201,0.278
2.75,0.161,0.133,-0.028,-0.147,0.094,0.052,-0.483,-0.804,-0.581,-0.035,0.138,0.518
2.76,0.814,0.618,-0.196,-0.716,0.505,0.211,-1.13,-1.308,-0.736,0.31,0.898,1.124
2.77,0.844,0.419,-0.425,-0.631,0.635,-0.003,-1.127,-1.268,-0.788,-0.079,0.666,1.031
2.78,0.258,-0.073,-0.332,-0.092,0.295,-0.202,-0.553,-0.7,-0.622,-0.505,-0.116,0.46
2.79,0.027,-0.074,-0.101,0.023,0.064,-0.088,-0.144,-0.213,-0.256,-0.246,-0.164,0.313
2.8,-0.016,-0.116,-0.1,0.066,0.042,-0.108,0.024,0.017,-0.006,-0.057,-0.103,0.276
2.81,-0.036,-0.1,-0.064,0.068,0.014,-0.081,0.099,0.119,0.098,0.015,-0.093,0.267
2.82,-0.003,-0.073,-0.07,0.038,0.034,-0.071,0.097,0.123,0.117,0.046,-0.074,0.274
2.83,-0.018,-0.077,-0.059,0.047,0.021,-0.067,0.111,0.15,0.137,0.06,-0.078,0.262
2.84,-0.015,-0.065,-0.051,0.04,0.018,-0.058,0.118,0.16,0.148,0.066,-0.058,0.268
2.85,-0.02,-0.069,-0.049,0.045,0.015,-0.059,0.123,0.167,0.157,0.068,-0.062,0.262
2.86,-0.022,-0.059,-0.037,0.041,0.007,-0.048,0.128,0.175,0.167,0.079,-0.05,0.272
2.87,-0.025,-0.06,-0.035,0.043,0.005,-0.047,0.131,0.192,0.187,0.091,-0.052,0.268
2.88,-0.041,-0.062,-0.021,0.052,-0.01,-0.041,0.137,0.21,0.206,0.122,-0.046,0.272
2.89,-0.046,-0.064,-0.018,0.055,-0.014,-0.041,0.15,0.219,0.224,0.129,-0.042,0.275
2.9,-0.021,-0.027,-0.006,0.024,-0.007,-0.016,0.156,0.231,0.244,0.135,-0.04,0.275
2.91,-0.013,-0.003,0.01,0.008,-0.011,0.004,0.147,0.242,0.251,0.136,-0.044,0.273
2.92,-0.03,0.007,0.038,0.011,-0.034,0.022,0.145,0.242,0.248,0.125,-0.045,0.267
2.93,-0.048,0.022,0.07,0.012,-0.059,0.046,0.139,0.221,0.229,0.118,-0.045,0.263
2.94,-0.059,0.045,0.104,0.007,-0.082,0.074,0.136,0.205,0.205,0.107,-0.045,0.258
2.95,-0.079,0.055,0.134,0.012,-0.107,0.094,0.124,0.18,0.166,0.077,-0.046,0.253
2.96,-0.086,0.046,0.132,0.02,-0.109,0.089,0.097,0.142,0.121,0.039,-0.066,0.249
2.97,-0.083,0.043,0.126,0.02,-0.105,0.084,0.082,0.093,0.063,0.0,-0.083,0.244
2.98,-0.086,0.036,0.122,0.025,-0.105,0.078,0.064,0.036,-0.001,-0.035,-0.092,0.238
2.99,-0.081,0.032,0.113,0.024,-0.097,0.072,0.042,-0.01,-0.048,-0.067,-0.089,0.234
3.0,-0.091,0.022,0.112,0.034,-0.102,0.067,0.032,-0.043,-0.083,-0.087,-0.084,0.227
3.01,-0.071,0.006,0.078,0.032,-0.075,0.042,0.027,-0.067,-0.096,-0.09,-0.082,0.222
3.02,-0.049,-0.015,0.034,0.032,-0.041,0.009,0.022,-0.072,-0.092,-0.086,-0.077,0.217
3.03,-0.037,-0.014,0.022,0.025,-0.029,0.004,0.016,-0.066,-0.086,-0.081,-0.075,0.209
3.04,-0.031,-0.019,0.013,0.025,-0.022,-0.003,0.011,-0.064,-0.08,-0.077,-0.07,0.201
3.05,-0.045,-0.042,0.003,0.044,-0.024,-0.02,0.013,-0.059,-0.075,-0.073,-0.07,0.193
3.06,-0.032,-0.039,-0.007,0.036,-0.012,-0.023,0.016,-0.056,-0.069,-0.068,-0.07,0.185
3.07,-0.026,-0.04,-0.014,0.034,-0.006,-0.027,0.019,-0.053,-0.064,-0.063,-0.07,0.18
3.08,-0.015,-0.037,-0.022,0.026,0.004,-0.029,0.022,-0.048,-0.059,-0.057,-0.07,0.175
3.09,-0.011,-0.034,-0.023,0.023,0.006,-0.028,0.025,-0.045,-0.052,-0.053,-0.068,0.17
3.1,-0.02,-0.035,-0.015,0.028,-0.002,-0.025,0.024,-0.042,-0.047,-0.046,-0.063,0.167
3.11,-0.019,-0.028,-0.01,0.024,-0.004,-0.019,0.019,-0.037,-0.042,-0.041,-0.058,0.16
3.12,-0.016,-0.017,-0.001,0.016,-0.007,-0.008,0.014,-0.035,-0.039,-0.036,-0.054,0.16
3.13,-0.011,-0.009,0.002,0.009,-0.006,-0.003,0.009,-0.035,-0.04,-0.032,-0.049,0.159
3.14,-0.011,0.009,0.02,0.001,-0.016,0.015,0.006,-0.035,-0.04,-0.029,-0.045,0.162
3.15,0.026,0.051,0.025,-0.039,0.0,0.037,0.0,-0.036,-0.04,-0.025,-0.034,0.173
3.16,0.026,0.061,0.035,-0.044,-0.004,0.048,-0.006,-0.036,-0.041,-0.022,-0.02,0.175
3.17,0.027,0.076,0.049,-0.052,-0.011,0.062,-0.031,-0.063,-0.044,-0.018,-0.007,0.184
3.18,0.091,0.113,0.022,-0.102,0.034,0.067,-0.064,-0.08,-0.046,-0.016,-0.006,0.18
3.19,0.103,0.114,0.011,-0.109,0.046,0.062,-0.055,-0.07,-0.044,-0.013,-0.004,0.175
3.2,0.057,0.056,-0.001,-0.056,0.029,0.027,-0.025,-0.066,-0.047,-0.017,-0.007,0.167
3.21,0.015,0.011,-0.005,-0.013,0.01,0.003,0.006,-0.056,-0.043,-0.025,-0.021,0.137
3.22,-0.022,-0.043,-0.021,0.033,-0.001,-0.032,0.024,-0.057,-0.049,-0.058,-0.047,0.101
3.23,-0.049,-0.07,-0.022,0.06,-0.013,-0.046,0.034,-0.049,-0.053,-0.07,-0.057,0.083
3.24,-0.047,-0.076,-0.029,0.062,-0.009,-0.053,0.035,-0.052,-0.057,-0.078,-0.059,0.072
3.25,-0.072,-0.085,-0.013,0.079,-0.029,-0.049,0.034,-0.043,-0.049,-0.08,-0.066,0.065
3.26,-0.077,-0.081,-0.004,0.079,-0.036,-0.042,0.037,-0.047,-0.049,-0.076,-0.057,0.066
3.27,-0.093,-0.087,0.006,0.09,-0.049,-0.04,0.045,-0.05,-0.069,-0.103,-0.087,0.041
3.28,-0.149,-0.01,0.139,0.079,-0.143,0.064,0.06,-0.139,-0.177,-0.146,-0.119,0.031
3.29,-0.027,0.024,0.051,0.001,-0.039,0.038,-0.236,-0.58,-0.505,-0.226,-0.037,0.111
3.3,0.522,0.429,-0.093,-0.475,0.307,0.168,-0.923,-1.156,-0.745,0.099,0.604,0.62
3.31,0.957,0.589,-0.368,-0.773,0.662,0.111,-1.283,-1.387,-0.796,0.137,0.963,0.935
3.32,0.574,0.03,-0.544,-0.302,0.559,-0.257,-0.859,-0.973,-0.724,-0.459,0.246,0.451
3.33,0.104,-0.131,-0.235,0.014,0.17,-0.183,-0.282,-0.402,-0.442,-0.481,-0.157,0.093
3.34,0.015,-0.087,-0.102,0.036,0.059,-0.094,-0.022,-0.096,-0.122,-0.181,-0.068,0.043
3.35,-0.04,-0.105,-0.065,0.073,0.013,-0.085,0.103,0.087,0.057,-0.064,-0.055,0.012
3.36,-0.041,-0.06,-0.02,0.05,-0.01,-0.04,0.129,0.118,0.093,-0.015,-0.021,0.015
3.37,-0.043,-0.069,-0.026,0.056,-0.008,-0.048,0.141,0.146,0.117,-0.003,-0.027,-0.008
3.38,-0.066,-0.073,-0.007,0.07,-0.029,-0.039,0.163,0.173,0.136,0.023,-0.013,-0.007
3.39,-0.062,-0.077,-0.015,0.069,-0.023,-0.046,0.158,0.17,0.146,0.029,-0.01,-0.015
3.4,-0.06,-0.061,-0.001,0.061,-0.029,-0.031,0.165,0.19,0.163,0.048,-0.003,-0.017
3.41,-0.055,-0.058,-0.003,0.056,-0.026,-0.03,0.164,0.199,0.187,0.064,0.004,-0.019
3.42,-0.054,-0.049,0.006,0.051,-0.03,-0.021,0.167,0.21,0.201,0.068,0.004,-0.027
3.43,-0.056,-0.041,0.015,0.048,-0.035,-0.012,0.173,0.22,0.209,0.087,0.006,-0.022
3.44,-0.058,-0.034,0.025,0.046,-0.041,-0.004,0.175,0.233,0.233,0.114,0.008,-0.032
3.45,-0.054,-0.018,0.036,0.036,-0.045,0.008,0.175,0.241,0.233,0.116,0.011,-0.045
3.46,-0.041,0.003,0.044,0.018,-0.043,0.023,0.175,0.242,0.237,0.113,0.009,-0.04
3.47,-0.033,0.04,0.073,-0.004,-0.053,0.057,0.168,0.233,0.242,0.11,0.027,-0.036
3.48,-0.045,0.058,0.103,-0.007,-0.074,0.08,0.158,0.229,0.222,0.11,0.024,-0.03
3.49,-0.067,0.053,0.12,0.007,-0.094,0.086,0.15,0.211,0.193,0.087,0.005,-0.028
3.5,-0.085,0.052,0.137,0.016,-0.111,0.094,0.141,0.168,0.157,0.047,-0.01,-0.02
3.51,-0.098,0.048,0.146,0.025,-0.122,0.096,0.129,0.126,0.109,0.013,-0.026,-0.026
3.52,-0.09,0.045,0.135,0.022,-0.113,0.09,0.105,0.079,0.056,-0.026,-0.035,-0.046
3.53,-0.082,0.044,0.125,0.019,-0.104,0.084,0.082,0.025,0.001,-0.059,-0.04,-0.046
3.54,-0.084,0.03,0.114,0.027,-0.099,0.072,0.064,-0.021,-0.046,-0.09,-0.04,-0.05
3.55,-0.071,0.017,0.088,0.027,-0.08,0.052,0.051,-0.053,-0.077,-0.114,-0.04,-0.051
3.56,-0.056,0.002,0.058,0.027,-0.057,0.03,0.045,-0.072,-0.097,-0.117,-0.04,-0.065
3.57,-0.047,-0.014,0.033,0.03,-0.04,0.009,0.034,-0.072,-0.096,-0.111,-0.04,-0.074
3.58,-0.052,-0.03,0.022,0.041,-0.037,-0.004,0.026,-0.063,-0.084,-0.104,-0.038,-0.081
3.59,-0.062,-0.044,0.018,0.053,-0.04,-0.013,0.029,-0.055,-0.075,-0.098,-0.034,-0.101
3.6,-0.057,-0.045,0.012,0.051,-0.034,-0.016,0.034,-0.047,-0.065,-0.091,-0.032,-0.099
3.61,-0.051,-0.045,0.006,0.048,-0.028,-0.019,0.037,-0.041,-0.055,-0.085,-0.029,-0.101
3.62,-0.046,-0.045,0.001,0.046,-0.023,-0.022,0.042,-0.035,-0.045,-0.08,-0.026,-0.099
3.63,-0.04,-0.045,-0.005,0.043,-0.017,-0.024,0.044,-0.027,-0.038,-0.076,-0.024,-0.105
3.64,-0.031,-0.044,-0.014,0.038,-0.008,-0.029,0.041,-0.021,-0.034,-0.074,-0.021,-0.122
3.65,-0.017,-0.036,-0.019,0.027,0.001,-0.027,0.036,-0.013,-0.029,-0.07,-0.018,-0.119
3.66,-0.019,-0.029,-0.01,0.024,-0.004,-0.019,0.034,-0.011,-0.025,-0.066,-0.016,-0.116
3.67,-0.023,-0.023,0.0,0.023,-0.012,-0.011,0.029,-0.016,-0.02,-0.062,-0.012,-0.113
3.68,-0.023,-0.013,0.011,0.017,-0.017,-0.001,0.027,-0.017,-0.017,-0.053,-0.011,-0.11
3.69,-0.018,0.009,0.027,0.004,-0.023,0.017,0.021,-0.023,-0.014,-0.042,-0.007,-0.108
3.7,0.011,0.041,0.03,-0.026,-0.01,0.035,0.005,-0.022,-0.011,-0.041,0.002,-0.105
3.71,0.038,0.066,0.028,-0.053,0.005,0.047,-0.011,-0.036,-0.01,-0.038,0.013,-0.1
3.72,0.065,0.084,0.019,-0.075,0.023,0.052,-0.041,-0.062,-0.018,-0.042,0.03,-0.098
3.73,0.087,0.107,0.02,-0.097,0.034,0.063,-0.054,-0.056,-0.023,-0.038,0.05,-0.093
3.74,0.061,0.072,0.011,-0.067,0.025,0.041,-0.034,-0.052,-0.032,-0.041,0.042,-0.088
3.75,-0.001,0.008,0.008,-0.003,-0.004,0.008,0.001,-0.048,-0.037,-0.046,0.009,-0.111
3.76,-0.046,-0.046,0.0,0.046,-0.023,-0.023,0.034,-0.042,-0.044,-0.06,-0.011,-0.153
3.77,-0.047,-0.076,-0.029,0.062,-0.009,-0.052,0.053,-0.042,-0.05,-0.092,-0.029,-0.185
3.78,-0.065,-0.082,-0.018,0.074,-0.023,-0.05,0.057,-0.044,-0.048,-0.091,-0.036,-0.193
3.79,-0.064,-0.111,-0.047,0.088,-0.008,-0.079,0.052,-0.048,-0.056,-0.103,-0.05,-0.204
3.8,-0.045,-0.081,-0.036,0.063,-0.004,-0.058,0.06,-0.046,-0.05,-0.083,-0.026,-0.198
3.81,-0.067,-0.11,-0.043,0.089,-0.012,-0.076,0.048,-0.056,-0.063,-0.112,-0.044,-0.225
3.82,-0.137,-0.056,0.082,0.096,-0.109,0.013,0.08,-0.066,-0.108,-0.131,-0.097,-0.23
3.83,-0.156,-0.029,0.127,0.092,-0.142,0.049,-0.044,-0.342,-0.346,-0.233,-0.115,-0.213
3.84,0.26,0.205,-0.055,-0.232,0.157,0.075,-0.646,-0.932,-0.667,-0.107,0.303,0.094
3.85,0.874,0.642,-0.233,-0.758,0.553,0.204,-1.244,-1.351,-0.767,0.228,0.982,0.638
3.86,0.811,0.257,-0.554,-0.534,0.683,-0.149,-1.088,-1.143,-0.721,-0.194,0.633,0.437
3.87,0.288,-0.141,-0.429,-0.074,0.359,-0.284,-0.458,-0.556,-0.535,-0.546,-0.061,-0.093
3.88,0.05,-0.092,-0.142,0.021,0.096,-0.117,-0.077,-0.172,-0.236,-0.29,-0.104,-0.216
3.89,-0.011,-0.11,-0.1,0.061,0.045,-0.105,0.087,0.05,0.012,-0.097,-0.05,-0.25
3.9,-0.042,-0.08,-0.038,0.061,-0.002,-0.059,0.146,0.132,0.094,-0.033,-0.025,-0.256
3.91,-0.036,-0.087,-0.051,0.062,0.008,-0.069,0.143,0.137,0.113,-0.023,-0.015,-0.268
3.92,-0.047,-0.075,-0.029,0.061,-0.009,-0.052,0.167,0.172,0.141,0.013,-0.015,-0.278
3.93,-0.043,-0.066,-0.023,0.055,-0.01,-0.044,0.166,0.17,0.145,0.016,-0.006,-0.267
3.94,-0.057,-0.073,-0.016,0.065,-0.02,-0.044,0.172,0.195,0.162,0.018,-0.006,-0.27
3.95,-0.071,-0.074,-0.003,0.072,-0.033,-0.038,0.18,0.204,0.175,0.04,0.003,-0.262
3.96,-0.064,-0.066,-0.002,0.065,-0.031,-0.034,0.186,0.216,0.198,0.053,0.004,-0.26
3.97,-0.063,-0.05,0.014,0.056,-0.038,-0.018,0.191,0.235,0.213,0.069,0.012,-0.269
3.98,-0.055,-0.045,0.01,0.049,-0.032,-0.017,0.194,0.239,0.225,0.081,0.016,-0.274
3.99,-0.058,-0.031,0.027,0.044,-0.043,-0.002,0.192,0.253,0.236,0.098,0.022,-0.265
4.0,-0.072,-0.019,0.053,0.045,-0.062,0.017,0.184,0.251,0.241,0.111,0.029,-0.259
4.01,-0.065,0.0,0.065,0.032,-0.065,0.033,0.181,0.243,0.247,0.107,0.027,-0.253
4.02,-0.075,0.016,0.091,0.029,-0.083,0.053,0.174,0.234,0.236,0.098,0.019,-0.245
4.03,-0.094,0.024,0.119,0.035,-0.107,0.071,0.169,0.229,0.218,0.088,0.011,-0.245
4.04,-0.086,0.046,0.132,0.02,-0.109,0.089,0.164,0.207,0.188,0.068,0.003,-0.245
4.05,-0.104,0.055,0.159,0.025,-0.132,0.106,0.149,0.159,0.141,0.038,-0.005,-0.246
4.06,-0.125,0.046,0.171,0.039,-0.148,0.108,0.134,0.114,0.089,0.002,-0.014,-0.256
4.07,-0.114,0.042,0.155,0.036,-0.135,0.098,0.113,0.065,0.037,-0.035,-0.029,-0.254
4.08,-0.102,0.036,0.138,0.032,-0.12,0.087,0.087,0.016,-0.012,-0.07,-0.04,-0.257
4.09,-0.078,0.028,0.106,0.025,-0.093,0.067,0.061,-0.026,-0.057,-0.098,-0.04,-0.269
4.1,-0.063,0.013,0.076,0.024,-0.069,0.044,0.046,-0.051,-0.09,-0.106,-0.04,-0.272
4.11,-0.052,0.0,0.053,0.026,-0.052,0.026,0.041,-0.05,-0.098,-0.105,-0.04,-0.286
4.12,-0.044,-0.01,0.035,0.027,-0.039,0.012,0.036,-0.048,-0.086,-0.104,-0.04,-0.293
4.13,-0.039,-0.02,0.019,0.029,-0.029,0.0,0.034,-0.045,-0.075,-0.1,-0.039,-0.296
4.14,-0.047,-0.038,0.009,0.042,-0.028,-0.014,0.025,-0.041,-0.067,-0.1,-0.035,-0.301
4.15,-0.07,-0.06,0.01,0.065,-0.04,-0.025,0.031,-0.04,-0.061,-0.098,-0.035,-0.317
4.16,-0.075,-0.066,0.01,0.07,-0.042,-0.027,0.045,-0.036,-0.054,-0.093,-0.035,-0.332
4.17,-0.075,-0.065,0.01,0.07,-0.042,-0.027,0.048,-0.035,-0.047,-0.09,-0.035,-0.329
4.18,-0.072,-0.063,0.009,0.067,-0.041,-0.026,0.056,-0.034,-0.041,-0.086,-0.035,-0.33
4.19,-0.073,-0.06,0.013,0.066,-0.043,-0.023,0.055,-0.03,-0.036,-0.083,-0.032,-0.33
4.2,-0.082,-0.061,0.021,0.071,-0.051,-0.02,0.055,-0.029,-0.035,-0.079,-0.026,-0.33
4.21,-0.079,-0.049,0.03,0.064,-0.054,-0.01,0.055,-0.03,-0.035,-0.074,-0.022,-0.325
4.22,-0.062,-0.026,0.036,0.044,-0.048,0.004,0.055,-0.023,-0.035,-0.069,-0.017,-0.316
4.23,-0.047,0.001,0.047,0.023,-0.047,0.024,0.052,-0.027,-0.035,-0.063,-0.012,-0.307
4.24,-0.034,0.022,0.055,0.006,-0.045,0.038,0.038,-0.023,-0.037,-0.059,-0.008,-0.299
4.25,0.003,0.048,0.045,-0.026,-0.021,0.046,0.012,-0.027,-0.04,-0.051,0.006,-0.285
4.26,0.054,0.082,0.028,-0.068,0.013,0.055,-0.029,-0.065,-0.04,-0.053,0.025,-0.272
4.27,0.091,0.109,0.019,-0.1,0.036,0.064,-0.046,-0.068,-0.042,-0.055,0.028,-0.26
4.28,0.077,0.083,0.006,-0.08,0.035,0.044,-0.032,-0.058,-0.046,-0.058,0.018,-0.258
4.29,0.027,0.021,-0.006,-0.024,0.017,0.007,0.004,-0.056,-0.045,-0.061,0.002,-0.289
4.3,-0.026,-0.04,-0.014,0.033,-0.006,-0.027,0.046,-0.046,-0.048,-0.067,-0.014,-0.323
4.31,-0.049,-0.087,-0.038,0.068,-0.006,-0.062,0.049,-0.042,-0.052,-0.098,-0.041,-0.345
4.32,-0.037,-0.072,-0.035,0.055,-0.001,-0.053,0.052,-0.033,-0.05,-0.094,-0.042,-0.348
4.33,-0.042,-0.091,-0.049,0.066,0.004,-0.07,0.054,-0.03,-0.058,-0.106,-0.05,-0.361
4.34,-0.05,-0.075,-0.025,0.063,-0.012,-0.05,0.056,-0.022,-0.053,-0.094,-0.049,-0.357
4.35,-0.059,-0.096,-0.037,0.078,-0.011,-0.066,0.059,-0.028,-0.064,-0.102,-0.051,-0.368
4.36,-0.127,-0.067,0.06,0.097,-0.093,-0.003,0.072,-0.047,-0.105,-0.134,-0.1,-0.376
4.37,-0.19,-0.029,0.161,0.109,-0.176,0.066,0.013,-0.253,-0.301,-0.231,-0.154,-0.376
4.38,0.124,0.099,-0.024,-0.111,0.074,0.037,-0.485,-0.799,-0.642,-0.21,0.124,-0.159
4.39,0.785,0.591,-0.194,-0.688,0.489,0.198,-1.182,-1.323,-0.791,0.164,0.856,0.43
4.4,0.894,0.404,-0.49,-0.649,0.692,-0.043,-1.191,-1.249,-0.761,-0.072,0.761,0.407
4.41,0.359,-0.114,-0.474,-0.122,0.417,-0.294,-0.579,-0.661,-0.59,-0.539,0.006,-0.159
4.42,0.041,-0.113,-0.154,0.036,0.098,-0.133,-0.121,-0.204,-0.288,-0.346,-0.124,-0.333
4.43,-0.01,-0.1,-0.09,0.056,0.04,-0.095,0.065,0.032,-0.03,-0.13,-0.056,-0.359
4.44,-0.061,-0.1,-0.038,0.081,-0.011,-0.069,0.136,0.138,0.08,-0.061,-0.051,-0.375
4.45,-0.072,-0.098,-0.027,0.085,-0.022,-0.062,0.14,0.146,0.096,-0.028,-0.029,-0.366
4.46,-0.071,-0.089,-0.018,0.081,-0.026,-0.054,0.157,0.172,0.121,-0.01,-0.035,-0.374
4.47,-0.067,-0.074,-0.008,0.071,-0.029,-0.041,0.168,0.187,0.138,0.008,-0.018,-0.367
4.48,-0.062,-0.072,-0.011,0.067,-0.025,-0.041,0.17,0.209,0.156,0.015,-0.019,-0.372
4.49,-0.062,-0.06,0.002,0.062,-0.031,-0.029,0.17,0.212,0.165,0.03,-0.008,-0.364
4.5,-0.061,-0.062,-0.001,0.061,-0.03,-0.031,0.178,0.22,0.177,0.035,-0.006,-0.36
4.51,-0.059,-0.05,0.009,0.054,-0.034,-0.021,0.181,0.24,0.203,0.06,-0.001,-0.355
4.52,-0.063,-0.049,0.013,0.056,-0.038,-0.018,0.179,0.246,0.215,0.073,0.002,-0.349
4.53,-0.064,-0.04,0.025,0.052,-0.044,-0.007,0.181,0.256,0.222,0.083,0.005,-0.343
4.54,-0.068,-0.025,0.043,0.046,-0.055,0.009,0.179,0.258,0.237,0.094,0.011,-0.339
4.55,-0.06,0.005,0.065,0.027,-0.062,0.035,0.18,0.251,0.242,0.084,0.007,-0.34
4.56,-0.049,0.041,0.09,0.004,-0.07,0.065,0.174,0.241,0.229,0.077,-0.001,-0.34
4.57,-0.073,0.047,0.12,0.013,-0.097,0.083,0.168,0.234,0.213,0.067,-0.009,-0.34
4.58,-0.087,0.05,0.137,0.019,-0.112,0.093,0.161,0.212,0.174,0.059,-0.017,-0.34
4.59,-0.103,0.045,0.147,0.029,-0.125,0.096,0.155,0.168,0.125,0.041,-0.025,-0.34
4.6,-0.122,0.036,0.158,0.042,-0.14,0.097,0.144,0.126,0.076,0.008,-0.031,-0.336
4.61,-0.122,0.032,0.154,0.045,-0.138,0.093,0.116,0.081,0.029,-0.022,-0.047,-0.335
4.62,-0.12,0.022,0.142,0.049,-0.131,0.082,0.092,0.035,-0.012,-0.062,-0.066,-0.334
4.63,-0.101,0.021,0.121,0.04,-0.111,0.071,0.078,-0.005,-0.064,-0.092,-0.065,-0.332
4.64,-0.085,0.004,0.089,0.04,-0.087,0.046,0.071,-0.041,-0.088,-0.115,-0.066,-0.327
4.65,-0.054,0.002,0.056,0.026,-0.055,0.028,0.064,-0.05,-0.099,-0.125,-0.071,-0.339
4.66,-0.031,0.002,0.033,0.015,-0.032,0.017,0.058,-0.042,-0.109,-0.118,-0.069,-0.365
4.67,-0.042,-0.026,0.016,0.034,-0.029,-0.005,0.05,-0.036,-0.088,-0.114,-0.073,-0.365
4.68,-0.046,-0.039,0.007,0.043,-0.027,-0.016,0.045,-0.029,-0.077,-0.107,-0.075,-0.364
4.69,-0.056,-0.046,0.01,0.051,-0.033,-0.017,0.049,-0.023,-0.068,-0.102,-0.075,-0.365
4.7,-0.055,-0.045,0.01,0.05,-0.032,-0.017,0.05,-0.017,-0.057,-0.098,-0.075,-0.364
4.71,-0.055,-0.045,0.01,0.05,-0.032,-0.017,0.051,-0.015,-0.05,-0.091,-0.075,-0.363
4.72,-0.055,-0.045,0.01,0.05,-0.032,-0.017,0.056,-0.015,-0.05,-0.087,-0.075,-0.358
4.73,-0.055,-0.045,0.01,0.05,-0.032,-0.017,0.055,-0.011,-0.049,-0.081,-0.076,-0.361
